gene_id	gene_name	SRR2219873	SRR2219887	SRR2219889	SRR2219891	SRR2219895	SRR2219907
ENSG00000160226.16	CFAP410	22	122.296	112	127.001	52.999	108.405
ENSG00000160229.13	ZNF66	3.014	7.359	6.277	4.093	2.005	14.486
ENSG00000160233.8	LRRC3	42	21	23	11	69	7
ENSG00000160255.19	ITGB2	83	1262	4877.999	453	596	138.999
ENSG00000160256.14	SLX9	39	35	32	23	99	54.488
ENSG00000160271.16	RALGDS	383	927	742.999	1247.999	584.999	456
ENSG00000160282.15	FTCD	0	0	0	7	0	4
ENSG00000160284.15	SPATC1L	26	27	17	34	45	29
ENSG00000160285.15	LSS	219	278	135	242.999	363	349
ENSG00000160293.17	VAV2	378	257	173	156	659	86
ENSG00000160294.11	MCM3AP	333.999	484.999	412	509.001	526	554
ENSG00000160298.18	C21orf58	34.999	51.999	19	205	53	70
ENSG00000160299.19	PCNT	165	213	160.001	365.001	307.999	356
ENSG00000160305.19	DIP2A	186	244	231.001	526.999	308	380.001
ENSG00000160307.10	S100B	5	99.001	19	33	33	33
ENSG00000160310.20	PRMT2	239	361.998	426.001	367	482.999	569
ENSG00000160318.6	CLDND2	0	6	0	6	5	1
ENSG00000160321.16	ZNF208	2.504	14.224	15.154	5.452	4.019	0
ENSG00000160323.19	ADAMTS13	3	45.001	15	36	13.999	33
ENSG00000160325.15	CACFD1	21	62	42	40	36	63
ENSG00000160326.14	SLC2A6	11	71	83	66	89	8
ENSG00000160336.17	ZNF761	80.234	134.776	100.301	203.243	19.178	175.383
ENSG00000160339.16	FCN2	0	0	0	1	0	0
ENSG00000160345.13	PIERCE1	5	10	2	10	10	12
ENSG00000160349.10	LCN1	1.056	0	1	0	0	0
ENSG00000160352.16	ZNF714	98.557	53.08	24.169	32.698	339.843	129.47
ENSG00000160360.13	GPSM1	56	38	57	76	125	15
ENSG00000160392.14	C19orf47	59	38	58	47	188	98
ENSG00000160396.9	HIPK4	1	0	0	0	0	0
ENSG00000160401.15	CFAP157	0	5	0	1	0	3
ENSG00000160404.18	TOR2A	56	83	56	61	86	38
ENSG00000160408.16	ST6GALNAC6	104.114	186.979	316.357	132.811	305.279	90.001
ENSG00000160410.15	SHKBP1	143	286.999	335.999	320	732.001	265
ENSG00000160439.16	RDH13	110	67	41.123	54	184.001	208
ENSG00000160445.11	ZER1	124	252	149	175	185	199
ENSG00000160446.19	ZDHHC12	83.999	137	111.001	121	317.999	88
ENSG00000160447.7	PKN3	29	67	51	99	64	54
ENSG00000160460.17	SPTBN4	1	5	2	3	6	2
ENSG00000160469.17	BRSK1	4	48	26	42	78	5.001
ENSG00000160471.13	COX6B2	13.001	9	2	22	101.094	37.821
ENSG00000160472.5	TMEM190	0	0	1	0	0	0
ENSG00000160505.16	NLRP4	0	1	2	6	0	0
ENSG00000160539.6	PLPP7	1	6	11	1	9	1
ENSG00000160551.12	TAOK1	448	388	468	278	756	621
ENSG00000160563.14	MED27	120	111	57	57	277.937	54
ENSG00000160570.14	DEDD2	112.001	106.194	374	158	212	204.999
ENSG00000160584.17	SIK3	127.999	186	173.998	121	369.001	110
ENSG00000160588.10	MPZL3	248	96	65	101	243	166
ENSG00000160593.20	JAML	45.999	348.001	456.999	244	126.001	70
ENSG00000160602.14	NEK8	17	36.001	25	88.999	20	61
ENSG00000160606.11	TLCD1	16	23	13	23	16.001	44
ENSG00000160613.15	PCSK7	156.163	362.918	392.001	415	534.769	183.001
ENSG00000160633.13	SAFB	489.555	508.359	544.847	755.326	929.393	789.486
ENSG00000160654.11	CD3G	5	108.001	91.999	20	22	14
ENSG00000160678.12	S100A1	8.999	2	3	11	11	3
ENSG00000160679.14	CHTOP	220.849	418	412	539	937	527
ENSG00000160683.5	CXCR5	3	41	30	173	1	2
ENSG00000160685.14	ZBTB7B	200	234	264.999	283	449	545
ENSG00000160688.19	FLAD1	93	152	110	218.001	265.999	255.999
ENSG00000160691.19	SHC1	963.999	529.989	658.001	388	1356	754
ENSG00000160695.16	VPS11	59	162.001	299.999	138	259.999	182.001
ENSG00000160703.17	NLRX1	121	49	63	49	145	108.999
ENSG00000160710.19	ADAR	760.998	3020.001	2050.998	745	4112.001	1959.999
ENSG00000160712.13	IL6R	266	257.999	244	141	281	97
ENSG00000160714.11	UBE2Q1	239	398	395	341	829.001	625
ENSG00000160716.6	CHRNB2	1	1	1	0	12	3
ENSG00000160741.17	CRTC2	110	244	309	310	371	276.001
ENSG00000160746.13	ANO10	69	76	130	54	231	81
ENSG00000160752.15	FDPS	384.002	371	369	451.001	818.996	649.99
ENSG00000160753.17	RUSC1	141	160	155.001	174.001	446.999	266
ENSG00000160766.17	GBA1LP	0	0	0	0	0	0
ENSG00000160767.23	ENTREP3	71	87	81	73	302	201
ENSG00000160781.17	PAQR6	9	12	13	20	12	31
ENSG00000160783.19	PMF1	70.793	121.769	103.68	177.854	292.386	134.996
ENSG00000160785.14	SLC25A44	125	190.999	127.001	101	408	291
ENSG00000160789.25	LMNA	2500	1235.999	1412.999	1385.999	6952.002	2205.999
ENSG00000160791.14	CCR5	14	351.865	319.802	72	55	34.998
ENSG00000160796.18	NBEAL2	525.001	589.999	541.001	1939	552	359.002
ENSG00000160799.13	CCDC12	83	117.999	127	237.001	214	77.001
ENSG00000160801.14	PTH1R	1	4	13	3	2	1
ENSG00000160803.8	UBQLN4	189	233	256.548	187	666.382	502
ENSG00000160808.13	MYL3	1	5	3	0	0	1
ENSG00000160813.7	PPP1R35	31	73	63.999	145	239	58
ENSG00000160818.17	GPATCH4	134	87	104	68	461	191
ENSG00000160838.14	LRRC71	0	0	0	0	0	0
ENSG00000160856.21	FCRL3	2	136	200	318.001	20	7
ENSG00000160862.13	AZGP1	10	3	0	2	3	15.999
ENSG00000160867.15	FGFR4	12	3	6	16	72	3
ENSG00000160868.16	CYP3A4	0	1	0	0	0	0
ENSG00000160870.15	CYP3A7	0	0	0	0	0	2.044
ENSG00000160877.7	NACC1	355	276	241	180	1750	713
ENSG00000160882.13	CYP11B1	0	0	0	0	0	0
ENSG00000160883.11	HK3	6	76	596	20	44	1
ENSG00000160886.13	LY6K	209	126.999	87.999	89	655	266.999
ENSG00000160888.8	IER2	476	647	661.001	1193	2260	857
ENSG00000160908.15	ZNF394	81.001	97.94	126.126	132.966	256.999	103.997
ENSG00000160917.15	CPSF4	89	106	111.001	141	392.001	149.001
ENSG00000160932.11	LY6E	275	1847	1086.001	328	2918	1217.001
ENSG00000160948.14	VPS28	127.001	388	392.999	362.999	587.995	475.998
ENSG00000160949.18	TONSL	148	101	59	249.471	450.34	359
ENSG00000160951.4	PTGER1	0	4	0	1	0	3
ENSG00000160953.17	PWWP3A	123.999	250	227	319.999	328.945	333
ENSG00000160957.15	RECQL4	157	152.999	72.999	275	469	304
ENSG00000160959.8	LRRC14	90	201.999	122.001	242	288	191.999
ENSG00000160961.12	ZNF333	30	99	86	94	139	79
ENSG00000160963.14	COL26A1	1	7	3	5	4	4
ENSG00000160972.10	PPP1R16A	91	103	82	167	195.999	188.999
ENSG00000160973.8	FOXH1	1	0	0	2	1	1
ENSG00000160991.17	ORAI2	42	201.001	147.999	143	259	125
ENSG00000160993.4	ALKBH4	36	32	26	43	186	79
ENSG00000160994.4	TEKTL1	0	0	0	0	0	0
ENSG00000160999.11	SH2B2	3	43	33	69	62	19
ENSG00000161010.16	MRNIP	52.545	186.936	143.564	241.744	52.184	70.537
ENSG00000161011.20	SQSTM1	693	1069.999	2396.999	800.001	981.998	991.999
ENSG00000161013.17	MGAT4B	284.999	224.001	313	266	450.999	356
ENSG00000161016.18	RPL8	3892.741	2222.926	5140.961	4060.949	9604.916	5280.081
ENSG00000161021.13	MAML1	150	305	296	138	438	310
ENSG00000161031.13	PGLYRP2	3	3	1	2	2	0
ENSG00000161036.13	LRWD1	62	68	59	106.999	309	120
ENSG00000161040.19	FBXL13	2	2	3	0	6	4
ENSG00000161048.12	NAPEPLD	48	86	60	76	259.998	106
ENSG00000161055.4	SCGB3A1	0	1	0	5	0	1
ENSG00000161057.13	PSMC2	608.308	478.266	401.066	332.548	2573.71	802.975
ENSG00000161082.13	CELF5	0	1	1	2	0	2
ENSG00000161091.15	MFSD12	163	242.001	438	130	461	169
ENSG00000161103.12	POM121L15P	0	0	0	0	0	0
ENSG00000161132.6	PRODHLP	0	6.912	0	9.094	0	1.023
ENSG00000161133.19	USP41P	0	0	0	0	0	0
ENSG00000161179.14	YDJC	64.001	72	55	108	175	122
ENSG00000161180.11	CCDC116	4	1	1	1	2	1
ENSG00000161202.20	DVL3	593	776	612	1416.999	1101	930.999
ENSG00000161203.14	AP2M1	1613.001	1306	1718.999	1567.999	3372	1707.999
ENSG00000161204.12	ABCF3	288	327.002	294.998	472.001	660.999	369
ENSG00000161217.12	PCYT1A	569.999	458	464.42	535	1462.001	466
ENSG00000161243.10	FBXO27	29	46	17	56	244	84
ENSG00000161249.21	DMKN	808.002	146	32.999	86.999	1095.001	91.001
ENSG00000161265.15	U2AF1L4	37	95.372	126.651	83.911	104.999	47.662
ENSG00000161267.12	BDH1	355.001	176.221	87.999	556.002	373	228.001
ENSG00000161270.20	NPHS1	0	0	0	29	0	0
ENSG00000161277.11	THAP8	2	10	32	12	25	19
ENSG00000161281.11	COX7A1	8	27	33	7	16	4
ENSG00000161298.19	ZNF382	2	20	17	14	2	9
ENSG00000161328.11	LRRC56	3	27	11	38	3	34
ENSG00000161381.14	PLXDC1	50	266	298	206	325	60.001
ENSG00000161395.14	PGAP3	47.999	85	93	128.001	84	212
ENSG00000161405.18	IKZF3	17.019	708	310	575	73	198
ENSG00000161509.14	GRIN2C	1	16	0	20.999	0	0
ENSG00000161513.12	FDXR	56	86.001	47	111	114	133.001
ENSG00000161526.15	SAP30BP	379.999	296.002	271.999	432	761	462
ENSG00000161533.12	ACOX1	265.001	314	270	168	343	383.001
ENSG00000161542.17	PRPSAP1	123	220	228	197.001	465.999	460
ENSG00000161544.10	CYGB	40.999	19	95	20.064	124.999	35
ENSG00000161547.17	SRSF2	1101.999	1458.988	1154	1700.997	2813	1829
ENSG00000161551.15	ZNF577	40	28	59.958	68.856	20.001	48
ENSG00000161558.11	TMEM143	13	67	39	55	60	57.999
ENSG00000161594.7	KLHL10	0	0	0	0	0	1
ENSG00000161609.10	KASH5	0	0	0	30	0	0
ENSG00000161610.1	HCRT	0	0	0	0	0	0
ENSG00000161618.10	ALDH16A1	105	269	217	400	258.999	419
ENSG00000161634.12	DCD	0	0	0	0	0	0
ENSG00000161638.11	ITGA5	879	343	1126.001	160	2564	113
ENSG00000161640.15	SIGLEC11	0	1.367	7.791	0	0	0
ENSG00000161642.18	ZNF385A	342	277	684	382	593	293
ENSG00000161643.13	SIGLEC16	1.042	7.885	4.63	1.031	0	0
ENSG00000161647.19	MPP3	43	36	28	34.001	64.001	29
ENSG00000161649.14	CD300LG	0	3	6	0	0	0
ENSG00000161652.13	IZUMO2	0	0	0	0	1	0
ENSG00000161653.11	NAGS	21	11	17	8	48	13
ENSG00000161654.10	LSM12	236.158	248.288	200.159	221	458.98	412.253
ENSG00000161664.7	ASB16	0	0	0	0	0	0
ENSG00000161671.17	EMC10	276	318.303	460.88	267	914.999	599
ENSG00000161677.12	JOSD2	17	34	59	31	105.999	58.999
ENSG00000161681.17	SHANK1	5	4	11	2	1	0
ENSG00000161682.15	FAM171A2	6	6	7	11	11	39
ENSG00000161692.18	DBF4B	61	37	42	128.001	139.999	75.999
ENSG00000161714.12	PLCD3	291.999	45	43	51	180	147.001
ENSG00000161791.14	FMNL3	146	511	683	344.999	383	140
ENSG00000161798.7	AQP5	12	2	0	2	0	67
ENSG00000161800.13	RACGAP1	316	278	178	169	904.999	694
ENSG00000161807.3	OR7G1	0	0	0	0	0	0
ENSG00000161813.23	LARP4	214	326	269	175	646.001	582.001
ENSG00000161835.11	TAMALIN	32	42	148	116	93.001	29.999
ENSG00000161847.15	RAVER1	157.805	195.677	198.578	90.542	957.146	304.164
ENSG00000161849.3	KRT84	1	0	1	0	2	1
ENSG00000161850.3	KRT82	1	0	0	0	7	0
ENSG00000161860.8	SYCE2	0	17	2	32	7	5
ENSG00000161888.12	SPC24	45.001	43	22	108	232.999	126.001
ENSG00000161896.12	IP6K3	4	1	0	0	0	0
ENSG00000161904.13	LEMD2	179	215	203	359.002	329	352.002
ENSG00000161905.13	ALOX15	1	16.673	31.844	14	2	12
ENSG00000161911.12	TREML1	3	2	6	7	0	0
ENSG00000161912.19	ADCY10P1	0	7.488	0	2.169	4.411	12.976
ENSG00000161914.10	ZNF653	11	19	19	31	93	20
ENSG00000161920.11	MED11	19	74.08	50	61	108	24.999
ENSG00000161921.17	CXCL16	101	259	1465	103	574.999	238
ENSG00000161929.15	SCIMP	2	92	165.999	45	5	12
ENSG00000161939.19	RNASEK-C17orf49	28.227	49.776	97.793	98.813	322.315	49.425
ENSG00000161940.11	BCL6B	53	60	104	12	80	14
ENSG00000161944.17	ASGR2	0	5	7	4	0	1
ENSG00000161955.17	TNFSF13	17	173.896	674.767	54.228	102.203	45
ENSG00000161956.14	SENP3	198.875	161	153.344	175.055	807.822	197.231
ENSG00000161958.11	FGF11	63.293	33.279	84.508	93.736	105.832	112.571
ENSG00000161960.16	EIF4A1	4204.114	2545.694	2863.3	1831.769	12313.813	2461.318
ENSG00000161970.15	RPL26	2475.004	2075.934	3418.31	1804.104	7625.777	1208.877
ENSG00000161973.11	CCDC42	0	0	1	2	0	0
ENSG00000161980.6	POLR3K	39	71	42	57	93	71
ENSG00000161981.11	SNRNP25	74	75	85	182	139.001	142
ENSG00000161992.6	PRR35	0	0	0	0	0	0
ENSG00000161996.19	WDR90	128	201	101	312	160	156
ENSG00000161999.13	JMJD8	107	135	159.999	155.999	314.999	126
ENSG00000162004.19	CCDC78	1	11	8	30	5.999	4
ENSG00000162006.10	MSLNL	0	0	0	0	0	0
ENSG00000162009.10	SSTR5	1	0	0	3	0	2
ENSG00000162032.16	SPSB3	100	193	161.001	367	118	140
ENSG00000162039.19	MEIOB	0	1	2	0	97	0
ENSG00000162040.7	HS3ST6	1	17	0	15	0	5
ENSG00000162062.15	TEDC2	35	25	14	70	53.999	43
ENSG00000162063.13	CCNF	185	113	38	133	311	174
ENSG00000162065.15	TBC1D24	43	51	51	85	77.726	57
ENSG00000162066.16	AMDHD2	48.999	103	187.088	104.001	78	42.999
ENSG00000162068.2	NTN3	0	3	0	0	0	0
ENSG00000162069.16	BICDL2	97.999	115.001	7	272.001	18.999	149
ENSG00000162073.14	PAQR4	81.001	134.001	114	138	203	103
ENSG00000162076.13	FLYWCH2	37	76.814	61.052	93	98.541	62.714
ENSG00000162078.12	ZG16B	3	7	6	12	0	14
ENSG00000162086.16	ZNF75A	135	100.999	57.999	211.001	111	197.999
ENSG00000162104.10	ADCY9	94	144	88	56	140	116
ENSG00000162105.21	SHANK2	200	0	2	5	29	3
ENSG00000162129.15	CLPB	210	121	114.718	34	253.001	50.988
ENSG00000162139.10	NEU3	30	104	100	78	128	45
ENSG00000162144.10	CYB561A3	289	265	400	180.999	346.999	524
ENSG00000162148.11	SAXO4	3	12	8	22.001	4	17
ENSG00000162174.12	ASRGL1	1	118	51	71	14	2
ENSG00000162188.7	GNG3	1	2	0	1	3	0
ENSG00000162191.14	UBXN1	247	281.999	404	311.999	660	161
ENSG00000162194.13	LBHD1	13.469	35.242	24.315	62.816	41.188	12.632
ENSG00000162222.14	TTC9C	52	90	67	53	181.001	43
ENSG00000162227.8	TAF6L	27	82	67.001	88	177	52
ENSG00000162231.14	NXF1	343	793.999	763.999	593	739.001	633
ENSG00000162236.13	STX5	152	230	228.999	147	422	148
ENSG00000162241.13	SLC25A45	18	108.001	90	122	30.001	14
ENSG00000162244.12	RPL29	1010.584	1431.037	2581.358	2050.649	2704.652	1240.637
ENSG00000162267.14	ITIH3	3	8	4	3	5	1
ENSG00000162298.19	SYVN1	455.001	617	412.398	602.001	682	212.999
ENSG00000162300.13	ZFPL1	132.999	98	87.999	142	298	103
ENSG00000162302.13	RPS6KA4	1834	179	185	240	1382	181.999
ENSG00000162337.12	LRP5	48	155	128	168	737.76	791
ENSG00000162341.18	TPCN2	354.826	75.266	123.505	66.496	1316.584	1040.034
ENSG00000162344.4	FGF19	0	0	0	5	2	0
ENSG00000162365.13	CYP4A22	0	0	0	0	0	1
ENSG00000162366.8	PDZK1IP1	75	152	32	95.999	33	356
ENSG00000162367.12	TAL1	13	33	24	6	19	10
ENSG00000162368.15	CMPK1	485	646	873	450	1573.001	1397
ENSG00000162373.13	BEND5	1	13	13.999	19	1	1
ENSG00000162374.18	ELAVL4	0	3	5	1	0	4
ENSG00000162377.6	COA7	169	126.967	84	67	494.988	269.928
ENSG00000162378.13	ZYG11B	103	146	212	103	323	261
ENSG00000162383.13	SLC1A7	0	0	3	1	0	1
ENSG00000162384.14	CZIB	77.045	154	157	173.001	175.999	184.999
ENSG00000162385.11	MAGOH	142	159.999	115.997	228.998	540.994	258.001
ENSG00000162390.18	ACOT11	92	91	65.659	46.062	65.079	52.172
ENSG00000162391.12	FAM151A	1	2	3	6	0	1
ENSG00000162396.6	PARS2	24	21	9	9	59	56
ENSG00000162398.12	CIMAP2	3	0	3	0	4	4
ENSG00000162399.9	BSND	0	0	0	0	1	0
ENSG00000162402.15	USP24	162	356.001	298	468	669	382
ENSG00000162407.9	PLPP3	101	444	644.883	18	226.888	429.803
ENSG00000162408.11	NOL9	117	104	60.366	84.565	185	266.684
ENSG00000162409.12	PRKAA2	7	2	2	24	2	47
ENSG00000162413.17	KLHL21	420	256	287	300	952.001	511
ENSG00000162415.7	ZSWIM5	6	39	15	19	5	71
ENSG00000162419.13	GMEB1	62	94	78	67	178	107
ENSG00000162426.16	SLC45A1	3	3	2	3	14	2
ENSG00000162430.18	SELENON	276	419.871	737.91	296.986	956.753	283
ENSG00000162433.15	AK4	209	131	178.306	86.697	502.349	122.693
ENSG00000162434.14	JAK1	660.001	1130	1434	576	1534	1015
ENSG00000162437.15	RAVER2	38	107	43	158	125	194
ENSG00000162438.12	CTRC	0	1	1	1	0	0
ENSG00000162441.12	LZIC	149.826	188	167	146	439	371
ENSG00000162444.12	RBP7	7	17	20	34	32	21
ENSG00000162456.10	KNCN	0	0	0	0	0	0
ENSG00000162458.13	FBLIM1	302	81	171	186	1352	165
ENSG00000162460.7	TMEM82	0	0	0	0	0	0
ENSG00000162461.8	SLC25A34	7	9	12	26	10	11
ENSG00000162482.5	AKR7A3	0	4.966	3.105	9.164	4.058	15.418
ENSG00000162490.7	DRAXIN	1	1	1	5	3	0
ENSG00000162493.17	PDPN	486	195	609	45	2179.999	94
ENSG00000162494.6	LRRC38	4	0	0	1	15	0
ENSG00000162496.10	DHRS3	35.999	416	325	378.001	145	714
ENSG00000162510.6	MATN1	2	1	0	2	3	0
ENSG00000162511.8	LAPTM5	175.999	1760	8522.999	1601	1257	357
ENSG00000162512.16	SDC3	138	342	960	154	349	109
ENSG00000162517.13	PEF1	144	283.97	236	265	491	444
ENSG00000162520.15	SYNC	19	29	47	8	57	12
ENSG00000162521.19	RBBP4	414	1263.2	762.804	1249.957	1425.964	1715.205
ENSG00000162522.11	NHSL3	406	540	153	419	820	1604
ENSG00000162526.7	TSSK3	0	0	0	0	0	2
ENSG00000162542.14	TMCO4	23	126.999	134	123	82.999	157
ENSG00000162543.6	UBXN10	4	11	15	1	1	39
ENSG00000162545.6	CAMK2N1	155	30	71	15	558	16
ENSG00000162551.14	ALPL	25	47	215	84	134	42
ENSG00000162552.15	WNT4	28	48	7	75	44	22
ENSG00000162571.14	TTLL10	1	4	0	5	3	14
ENSG00000162572.21	SCNN1D	204	25	25.001	53	135.001	26
ENSG00000162576.17	MXRA8	33	233	891.001	70	85.999	32
ENSG00000162585.17	FAAP20	92	112.001	115.001	181.001	275.999	189.999
ENSG00000162591.17	MEGF6	55	856	188	665	162	520
ENSG00000162592.10	CCDC27	0	0	0	0	0	0
ENSG00000162594.17	IL23R	2	10	1	1	0	1
ENSG00000162595.8	DIRAS3	5	11	2	7	2	1
ENSG00000162598.13	C1orf87	0	0	0	0	0	0
ENSG00000162599.18	NFIA	54	186	165	96	309.059	401
ENSG00000162600.12	OMA1	25	121.001	102	202.001	102.001	126
ENSG00000162601.12	MYSM1	257	212.001	243.999	204	509	363.999
ENSG00000162604.13	TM2D1	58	83	86.999	68	210	135
ENSG00000162607.13	USP1	315	457	256	263	1417	640
ENSG00000162613.18	FUBP1	424	659.999	496	607	807	622
ENSG00000162614.19	NEXN	27	64	117	20	69	11
ENSG00000162616.9	DNAJB4	87	173.999	736.999	47	301	150
ENSG00000162618.15	ADGRL4	97	211.999	140.999	10	261	33
ENSG00000162620.16	LRRIQ3	5	16	4	2	8	10.001
ENSG00000162621.7	LRRC53	0	0	0	0	0	0
ENSG00000162623.16	TYW3	57	132	121	85	367	191
ENSG00000162624.16	LHX8	6	46	0	9	6	13
ENSG00000162627.17	SNX7	93.999	36	78	21	493.941	249
ENSG00000162630.6	B3GALT2	1	5	1	6	0	3
ENSG00000162631.20	NTNG1	0	1	2	2	3	0
ENSG00000162636.16	EEIG2	66	275	371	133	531	204
ENSG00000162639.16	HENMT1	29	153	41	115	235	5
ENSG00000162641.20	AKNAD1	4	0	1	0	4	2
ENSG00000162642.14	C1orf52	99	91	85	132	195	159.001
ENSG00000162643.13	DNAI3	2	6	1	0	0	8
ENSG00000162645.13	GBP2	81.449	2115.706	1210.232	453.734	792.751	462.727
ENSG00000162650.17	ATXN7L2	28	43	35	94	81	49
ENSG00000162654.9	GBP4	25.277	2204.091	645.674	142.984	476.256	183.82
ENSG00000162664.17	ZNF326	178	234	141	268	477	330
ENSG00000162669.16	HFM1	1	2	1	1	2	0
ENSG00000162670.11	BRINP3	0	0	1	0	0	1
ENSG00000162676.13	GFI1	4	106	74	71	14	15
ENSG00000162685.6	LSP1P3	0	0	0	0	0	0
ENSG00000162687.19	KCNT2	2	12	29	4	6	3
ENSG00000162688.17	AGL	130	369	157	210	371	372
ENSG00000162692.12	VCAM1	14	649	619	151	149	51
ENSG00000162694.14	EXTL2	67	55	69	69	272	102
ENSG00000162695.13	SLC30A7	131	221	213.195	132	488	228.001
ENSG00000162699.5	DNAJA1P5	0	0	0	0	0	0
ENSG00000162702.8	ZNF281	153	171	313	68	377	174
ENSG00000162704.16	ARPC5	572.001	975.001	1372.999	871	2198	1033.001
ENSG00000162706.13	CADM3	13	5	41	26	37	1
ENSG00000162711.19	NLRP3	31	35	162	3	172.001	14
ENSG00000162714.13	ZNF496	47	140.999	163.001	221	316	186
ENSG00000162722.9	TRIM58	15	0	3	4	2	1
ENSG00000162723.10	SLAMF9	12	0	30	1	89.999	1
ENSG00000162727.3	OR2M5	0	0	0	0	0	0
ENSG00000162728.5	KCNJ9	0	0	0	0	1	1
ENSG00000162729.14	IGSF8	48	168	149	97	572	99
ENSG00000162733.19	DDR2	66	241	455	39	185	46
ENSG00000162734.13	PEA15	418.001	1262	1916.001	432	944	612
ENSG00000162735.19	PEX19	163	604	339	89	381	389
ENSG00000162736.18	NCSTN	390.999	1054	772.002	297	1024.002	646.001
ENSG00000162738.8	VANGL2	105	665	81	257	221	349
ENSG00000162739.14	SLAMF6	3	222	202	168	46	15
ENSG00000162745.11	OLFML2B	40	276	959	34	289	49.999
ENSG00000162746.15	FCRLB	6	11	12	9	7	3
ENSG00000162747.13	FCGR3B	69.511	51.199	80.708	1.085	257.262	28.12
ENSG00000162753.13	SLC9C2	0	0	0	0	0	0
ENSG00000162755.14	KLHDC9	3	16	3	4	2	3
ENSG00000162757.4	C1orf74	23.819	13.429	0	78	360.421	46.564
ENSG00000162761.14	LMX1A	0	0	0	0	0	0
ENSG00000162763.4	LRRC52	0	0	0	0	0	0
ENSG00000162769.13	FLVCR1	55	65	39	118	128	116
ENSG00000162771.8	GARIN4	0	0	0	1	2	0
ENSG00000162772.18	ATF3	56	309	1875	1585.999	486.999	239.999
ENSG00000162775.17	RBM15	48	98	111.999	87	232	116
ENSG00000162777.17	DENND2D	44.999	398	468	504.999	165.001	245
ENSG00000162779.22	AXDND1	1	1	0	4	0	4
ENSG00000162782.16	TDRD5	0	20	0	11	67	130
ENSG00000162783.11	IER5	410	384	1592	317	638	475
ENSG00000162804.15	SNED1	6	74	337	48.001	31	28
ENSG00000162813.18	BPNT1	79.999	97	98	87	235	218.981
ENSG00000162814.11	SPATA17	16.999	6	2	5	6	27
ENSG00000162817.7	C1orf115	14	96	56	50	58	147
ENSG00000162819.12	BROX	165	302	247.999	219	455	575
ENSG00000162825.18	NBPF20	8.638	8.5	11.866	14.87	22.946	23.139
ENSG00000162836.12	ACP6	27	64	67.001	88	24	113
ENSG00000162840.4	MT2P1	0	0	0	0	0	1.953
ENSG00000162843.18	WDR64	0	2	2	2	1	0
ENSG00000162849.16	KIF26B	34	55	213	16	199	13
ENSG00000162851.8	TFB2M	51	62	56	30	208	148
ENSG00000162852.14	CNST	121	145	197	147	297	304
ENSG00000162869.16	PPP1R21	67	159	185	162	393.999	201
ENSG00000162873.15	KLHDC8A	3	3	1	2	4	0
ENSG00000162877.13	PM20D1	1	6	1	10	0	0
ENSG00000162878.13	PKDCC	0	12	99	23	3	18
ENSG00000162881.7	OXER1	0	8	8	25	1	16
ENSG00000162882.15	HAAO	4	25	57	20.001	11	46
ENSG00000162885.14	B3GALNT2	242	207	179	114	645.999	354
ENSG00000162888.4	IKBKE-AS1	0	0	0	1	0	0
ENSG00000162889.11	MAPKAPK2	323.999	867	663	398	1418	1047
ENSG00000162891.11	IL20	2	0	0	1	31	2
ENSG00000162892.16	IL24	238	18	0	0	1445.999	14
ENSG00000162894.12	FCMR	12	128.999	284.001	330.999	95	20
ENSG00000162896.6	PIGR	1	41	4	7	1	11
ENSG00000162897.16	FCAMR	0	0	0	98	0	2
ENSG00000162909.18	CAPN2	1478	1321	1262	985	4800	3573
ENSG00000162910.19	MRPL55	42.001	85	91	150.001	183	137.001
ENSG00000162913.10	OBSCN-AS1	5	2	0	21	5	2
ENSG00000162923.18	WDR26	595	647.998	939	630.999	1223.999	1107.001
ENSG00000162924.16	REL	158.021	301.008	311.996	96.638	710.05	355.39
ENSG00000162927.15	PUS10	13	39	32.999	52	58	74.001
ENSG00000162928.9	PEX13	99	126	141	123	415	261
ENSG00000162929.14	SANBR	30	66.978	66.017	103.684	163.585	119
ENSG00000162931.12	TRIM17	3	6	1	9	5	3
ENSG00000162944.11	RFTN2	24	28	69	12	14	20
ENSG00000162946.24	DISC1	11	49	113	40	41	97.364
ENSG00000162947.6	LINC01931	0	0	0	0	0	0
ENSG00000162949.16	CAPN13	3	11	32	8	2	291
ENSG00000162951.11	LRRTM1	1	0	0	0	0	0
ENSG00000162959.14	MEMO1	96.737	118.572	161.283	147.271	495.753	198.908
ENSG00000162961.14	DPY30	55	119	91.999	191	436.001	301.001
ENSG00000162971.11	TYW5	51	62.001	61.999	59.001	92.999	98.999
ENSG00000162972.11	MAIP1	69	52	46.977	48	67	114
ENSG00000162975.5	KCNF1	1	1	0	0	0	0
ENSG00000162976.13	SLC66A3	29	162	259	61	106	72.001
ENSG00000162980.17	ARL5A	158.776	217.099	285.353	128	284.949	288.339
ENSG00000162981.14	LRATD1	118.999	216.999	109.999	223.001	345.999	429.001
ENSG00000162989.5	KCNJ3	0	0	0	0	0	0
ENSG00000162992.5	NEUROD1	0	0	0	0	0	0
ENSG00000162994.16	CLHC1	5	28	32.999	75	20	59
ENSG00000162997.16	PRORSD1P	0	0	3.246	2.377	0	0
ENSG00000162998.5	FRZB	8	135	200	15	18	13
ENSG00000162999.13	DUSP19	14	11	11	9	17	32
ENSG00000163001.12	CFAP36	38	125.999	133.999	135	147	118
ENSG00000163002.13	NUP35	86.001	70	41	54	237	103
